,text
10,回复@我爱smile你:你这意思之前说就行么
11,回复@情框特穌:但我之后没说，你误会。
12,回复@我爱smile你:我没说你是键盘侠，而是你这么说了我。
13,典型的享受着国家发展的福利，而却指手划脚的说自己国家多不好！
14,回复@飞在天空踏雪:感谁的恩？造一架飞机还举全国之力，你国是有多弱？企业做的事，非得国家做，这正常吗？贝尔发明电话，苹果制造手机，也没见你感恩过啊？贼！
15,一群靠着国家却不盼着国家好，又不知道感恩的蛀虫们，滚出中国吧。
16,回复@情框特穌:我讽刺你？你是不是心情不好跑这儿来扯？说我键盘侠？就现在看来你自己才是哈，扯淡么，你讽刺我这话还可斟酌，我说了我不是jpx，你却有这种错误的观点，你的能力何在。
17,回复@我爱smile你:你平时回答别人问题都是用嘲讽的语气吗？都是你们键盘侠这么称呼吗
18,恕我孤陋寡闻，才知道中国居然连这种普通客机都没生产过，为什么呢？不就是一个机器嘛，高铁，动车，卫星，载人航天这些有，飞机怎么就才有呢？
19,纽约时报什么玩意儿，不信!
20,回复@飞在天空踏雪:人啊  改革开放多大成效没看到  要不是政府拉外资弄开发区  那来的企业公司工厂给你工作上班  国内工厂公司那来的订单消费 你那来的地方开店 开公司 不是政府搞的公路那来的客流量消费让你做生意 政府要是不改革 不知有多少还在种地呢 现在正是经济转型的关键时候 为什同是一村人人家有钱 你却怨人忧天
21,回复@情框特穌:你问的我们，我回答的你
22,回复@用户5713704331:我只知道身为中国人就要爱中国。如果你不是请不要爱她。
23,回复@尪亣亱vs王大爷:是谁整天叫唤……发达的曰本，先进的美国。是环球时报，人民日报，中青网这些官媒吧！又是谁一边叫腐朽的美国，混乱的欧盟……一边又把自己的亲属移民到那？是官员吧！你肩上顶着是自己的脑子吗？
24,回复@我是东东微风:这种傻比无论什么只要是他欧美爹的都是最好的，一个网特，外国养的狗，怎么不滚出去去舔他外国爹的diao，在国内舔真他妈恶心
25,回复@Zz-Y-zZ:对某些适用这些称谓的人来说自然是取之不尽 用之不竭的，因为用其他词汇恐怕玷污了那些词语，这种人也配不上用这样的词汇，一个sb足够了。
26,回复@人生系浮云:搞得你天天坐飞机到处飞样
27,反正我是不会坐这种国产机的。
28,回复@大王蒎我来巡山呐:不懂还装逼你也是够了不懂就别乱说好吗
29,1.本来想用这个飞机✈装下逼的，被揭露了，完全自主知识产权，原来是那么多核心部件都是国外采购的。 很尴尬😓，脸上挂不住了，环球决定怒怼键盘侠。 “2.完全自主知识产权”这句话，有巨大歧义，所以，才让人反感，出现那么多讽刺。 你老老实实说，全球采购零部件，国内设计组装的。讽刺消失
30,回复@Zz-Y-zZ:那你的意思是中国完全没必要做大飞机？反正有些零件不是国产的，那你说要怎么搞？还不如继续直接买？先国产出所有零件在做大飞机？还是不能借鉴一些外国技术先做出大飞机然后再不断国产化？你确定你不是外国买的狗？还你看不懂远走不送，你算个JB，你不就是逢国必喷逢外必舔的狗！jian种！
31,回复@品茶香品投资:你说了这么多有一点论据么？所有话都是为了反驳而反驳。我评论不是给你看的，也不指望你看懂。麻烦你远走不送。
32,回复@邪恶的王GG:财经网
33,键盘侠的大本营在哪里？？在共青团中央
34,回复@人生系浮云:因为你，我也怀疑了国产，毕竟你也是国产的
35,回复@人生系浮云:你能做的起么
36,我就问你们会去坐吗？
37,回复@飞在天空踏雪:赞
38,回复@人生系浮云:中国生产的在中国制造的你都别用了吧 傻B
39,回复@辰戌丑未-焱森淼:智障
40,这又是抄袭模仿、侵犯别人知识产权的一个新顶峰！还沾沾自喜，这难道比论文抄袭还不值得嗤之以鼻！只能说这种示范作用简直让国人绝望、无地自容！想在咱们这里杜绝模仿，50年内是见不到了！
41,回复@大王蒎我来巡山呐:你是不是汉奸
42,得承认中国工业的进步与成就，但是这跟有没有核心技术是两个概念。汽车蝉联八年全球产销量第一，发动机及关键部件呢？还是要埋头苦干，切实做出点真章。
43,这些键盘侠在战争年代都是汉奸。一直蛊惑民心，吹嘘国外多牛逼，生活多美好，社会多和谐。一群脑残，从来没有感受过国外的生活，还在这瞎比比。爱国我只爱我的中国。
44,不敢坐C919你的命这么值钱？中国人做事一丝不苟，请相信大国工匠们！
45,回复@哈哈哈176:是啊，那西方这么多年禁止向中国出口武器以及部分高科技产品，他们傻不傻？
46,回复@坠落的灵魂K:人家有钱不赚是傻子。中国政府看着他游说盟友不管不问是傻子
47,回复@naro澄:你这评论我服。你给我说说报道这个国产大飞机哪好大喜功了。这个b给你装的，你这样的就是光tm知道说中国不好，怎么不看看中国好的地方啊。你要是觉得中国这不好，那不好，出国不就完了？
48,回复@幽默背后:好大喜功 不踏踏实实做事 就是你们这帮误国贼
49,回复@红尘一俗人9:
50,回复@三少爷的十三剑:素质，素质，难道要和他们一样没素质吗。
51,c919能飞远程吗？
52,回复@人生系浮云:国产你一脸你卖麻批！
53,回复@人生系浮云:把骂你的话都赞了一边，妥妥的
54,就是你们这些小便带节奏，天天吹华为吹的恶心，搞得大家都不信任了。
55,回复@岛线:可能是年纪大了，不喜欢无人争论了吧。
56,回复@snoopy-li:原来是自己人，是这个理。你正常说这里火候不足下回如何如何会更好，是个人都会听。要是直接来句你家人也配做菜？只配吃猪粮！那就是摆明讨打了。
57,由于近几十年来缺乏爱国主义教育，致使人们缺失信仰，没有正确理念，像没脊梁骨的爬虫，对自己的国家信心不足🐱
58,回复@人生系浮云:你坐键盘得了
59,回复@拯救世界的鸭嘴兽:你去查一下现在C919当前有没有拿到欧洲和美国的适航证再来说吧，开口闭口都是错的还好意思来辩论。
60,回复@Zz-Y-zZ:还有，既然c919能够试飞，就一定得到了国际民航组织（ICAO）的适航证书所有飞机都必须有的所以安全性根本不用担心
61,回复@我不是天才樱木花道:没有国家给你安全保障，你还有机会在这里说风凉话！请问，你为国家做了多少贡献？！
62,回复@我是东东微风:不愧是缙云山下的小粉红。话不投机半句多。麻烦你远走不送。
63,把键盘侠的嘴割下来绑在发动机上。推重比会提高几十倍。
64,唉！总有些人三观不正。
65,回复@人生系浮云:你是觉得中国航空对你来说你不放心么？中国一个正在崛起的国家，不需要你给予多少资金支持，只需要你有一颗发展壮大民族的心，在风口浪尖上的事情请经过脑子思考
66,喷子们，如果祖国倒了你们可就没饭了，不想想后果？反正国家的发展不是靠你们推动，社会的进步也没有你们的贡献，非得急头白脸地露个像，好像这事和你们有关系？幼稚。
67,回复@人生系浮云:你与狗不得上这架飞机✈️。
68,回复@幸福的小冰米:错，天真，喷子目标是要喷你。哪怕你什么都不干还是免不了要被喷
69,回复@太極飛碟:所以呢？永远不要造，没本事造就不用被喷子喷了。C919的问题是你比较了解还是首飞的时候上面几百个传感器比较了解？光知道喷没有用，嘴一张谁都能说，扶着墙你能骂一下午，这我信。你有本事你造个出来也给大家伙开开眼。
70,是不是拼凑不说，以后能自己制造才是重点
71,回复@BigMature:好难
72,外媒什么时候说的话能信  什么时候不能信 快统一口径
73,回复@人生系浮云:兄弟，说到就要做到啊。
74,之前说有欧美适航证最近又说没有。谁不希望祖国强大，只是希望技术成熟以后再交付民用吧！
75,回复@我是一个蠢蠢的逗比:你不是中国人，你不座你去座外国的飞机，你最好在美国呆着
76,这他妈不是键盘侠，这是一帮蛆
77,回复@人生系浮云:很明显是来找存在的
78,全球一体化，货架采购有毛病？一群瞎几把喷的智障
79,飞机……^_^ 看啊……飞机
80,呵呵，你说的内容已经不是很重要了，重要的是你在什么时候说在什么场合说用什么方式说！你平时可以和人说我不太喜欢这个国产的什么产品，但拜托现在什么时候，是国人都很开心的时刻，是我们骄傲的时候！你这句话是对中国实力的贬低，是对那些辛苦很多年才有这些成果的科研人员的否定！你有什么资格？
81,回复@人生系浮云:你这么牛逼，你家人知道吗？ 最好呆在牛逼里不要出来
82,回复@哈哈哈176:是是是，你说得对
83,回复@HJHJ佫空空:俄罗斯，美国，法国，日本，中国，英国，印度，以色列，伊朗，朝鲜，这八个国家是地球上都拥有自主发射卫星的国家，其他都是几个国家合作或者让他国代为发射，地球200个国家，中国领先193个国家。。。被你一句短短的很多国家都能发射卫星这句话给一笔带过，，，，，哎！
84,回复@人生系浮云:看来你也只能娶个别人用够了的女人
85,回复@人生系浮云:大哥哥，你坐的起飞机么？即便坐的起你坐的是美国用够了给我们高价卖的“废”机，不及时保养很容易出事故，你是喜欢坐刺激的波音飞机还是相对比较安全的C919飞机？
86,回复@人生系浮云:一个连民族自尊心都没有的人，有什么资格谈论别人的爱国心
87,回复@生的轨迹:av
88,回复@人生系浮云:对对，国产的就是不靠谱。比如你
89,juvu
90,回复@人生系浮云:你坐得起飞机吗？
91,能造“大飞机”固然是好事，但对比飞机制造强国，实在没啥可“显摆”的，再说这飞机也不大。
92,回复@始乱终弃的会长:飞碟
93,回复@太極飛碟:外国的灰机就不怕相撞？会水性？
94,燕郊进京检查站，能躲增加人手嘛？燕郊人每天进京苦不堪言，就算我们贪便宜买了次品，税给北京没少缴把?每次北京开会都这么度。🙏🙏🙏🙏
95,回复@大王蒎我来巡山呐:脑子是个好东西，可惜你没有啊，没文化好可怕
96,我特么就感觉，键盘侠就应该扔去阿富汗试试几个月，才知道自己的国家好不好。
97,反正没成本，飞机里我没我的心血，风凉话想怎么说就怎么说喽
98,回复@人生系浮云:被骂的难受么
99,环球时报员工以后只许坐国产飞机国产车好不好，发动机都是美国的好意思说自己的飞机？解释就是掩饰，政治飞机
100,回复@人生系浮云:兄弟 高铁坐过没有 那也是国产哦
101,回复@Mrr栋:其实苹果质量很差。很多国产机质量比它好多了。不过人家卖点是系统，没办法。如果我国能设计出和苹果系统55开的，神特么才用苹果。
102,回复@中国公知精神病总院-巨能盖主任:给你科普一下你美爹的苹果:cpu架构是arm的，高通也是。屏幕三星的。相机lg的。喇叭是中国aac的。双标狗就不要展现自己低劣的智商了
103,回复@我是一个蠢蠢的逗比:飞机的缺陷一直没有解决：舷载面大，翼展面积小，遇到意外坠落速度快，怕相撞；依靠副翼等控制升降、转向等太不灵活机动；地球上大部分被水覆盖，而飞机不会水性，缺少一份安全保障；多数不能够垂直起降、空中悬停；怕与飓风共舞；发动机噪音大，寿命短，还不适合水、陆、空、天通用…
104,回复@人生系浮云:难怪你需要看心理医生。。
105,回复@克里斯的日常:傻狗
106,发动机你永远造不出来
107,你可以卑微如蝼蚁，但不要扭曲如蛔虫！-给喷子的一句话。
108,回复@人生系浮云:哈哈哈哈，你为了上热评，也是拼了！
109,回复@人生系浮云:看着这么多人怼你，我从头到尾点赞一路，送你上去。
110,纽约时报不是反华媒体吗？
111,回复@人生系浮云:你是蛆你怎么坐
112,回复@人生系浮云:看见你发的那些微博  我就知道了  你脑子没病算我输  你是最吊的
113,回复@喝依云不naive:修修修
114,回复@岛线:夜深人静，可是修仙的好时候道友，一起吗？
115,回复@岛线:其实道理都很简单，就如同自己刚做了一桌子饭菜，正要下筷之时旁边路人说这菜做的不好看不好吃之类的，放谁身上都会不高兴的，你说对不。
116,只要有外国零部件就不算完全知道产权。
117,回复@喝依云不naive:你不也没睡嘛
118,回复@岛线:我去，这么晚了你还没睡啊
119,回复@人生系浮云:飞机上不能带狗
120,回复@与速哥同在:点赞！
121,只要是中国制造，各种质疑，各种喷。只要是美帝，日本鬼子制造，各种称赞。难道中国技术就不能进步了吗？中国已经不是被人欺辱的那个中国了，中国的航天航空技术，大桥建设。中国的高铁，中国的核电已经步入世界先进水平。我们用时间证明，用事实说话……别总是崇洋媚外。中国制造可以‖
122,回复@snoopy-li:“就是恶心中国人造的东西”，这就对了嘛，你比那些磨磨叽叽拐弯抹角的喷子强多了。
123,回复@喝依云不naive:但是到现在为止一个能打的都没有，可见美帝财政确实不行了
124,回复@鐘亞1:赞你
125,波音公司一架同等的客机需要十亿人民币而国产只要四亿 ，虽然飞机上很多东西是国外的但产权是我们的，这样打破了美国的垄断，总有一天美国能做到的事情中国一定也能做到而且做得更好！
126,回复@人生系浮云:是是是，坐你美爹的去吧
127,回复@岛线:楼主评论炸出一群公知粉键盘侠
128,飞机即使是国外的，也是每个部分都来自不同的国家的啊？初中不是学了吗？
129,那些键盘侠的真实人生是有多苦逼……想想也是可怜哎
130,回复@岛线:不是怕，是恶心。
131,回复@人生系浮云:确实，现在中国还不让宠物直接上飞机呢。
132,回复@人生系浮云:来来来……你给我说哈你坐的都是啥子鸡  日本的还是韩国的
133,回复@人生系浮云:你还应该说反正我是不会坐这种国产航母的
134,喷子的逻辑很有意思，既然一边倒的嘲笑C919是壳子货，用的都是外国技术，根本不能算国产飞机。那就放心大胆的去坐啊，你们在这儿怕什么呢。
135,回复@中国公知精神病总院-巨能盖主任:辣鸡先去科普完知识再来喷，出门左拐自己滚，谢谢
136,难道不是外国的零件么？ 发动机 机翼 ……………是中国研发的？
137,慢慢来。相信我伟大祖国，会越来越好！
138,回复@人生系浮云:你这种蔑视的语气就很让人不爽，自己体会。
139,回复@人生系浮云:做你的飞机杯去吧
140,感觉隔几十年清理一下这些蛆虫是有必要的
141,回复@naro澄:没有没有，你顶多算个杂交野狗，攀不上土狗这支。
142,回复@岛线:土狗祸国
143,回复@Just_so_shou:说的你好像很聪明一样
144,回复@飞在天空踏雪:层主说的一定程度上是很正确的，你们每个人发展过程中所依靠的设施条件的确都是这个党和政府带领人民所创造的，国家就是你们这群蠢货的合集，别不服，层主挺住
145,回复@人生系浮云:是的，宠物本来就不能坐'
146,回复@人生系浮云:你在你的个人页面随便逼逼没人理你，跑这秀下限就是你的错了。
147,回复@naro澄:哈哈谁自豪了呀还不是你提的吗？狗崽被自己主子打脸后果然就开始说胡话了呀。
148,回复@岛线:之前世界上60%的服装都是中国造  剩下30%东南亚 目前已经转移东南亚近60% 也没见东南亚人多骄傲自豪整天喊叫我们东南亚产多牛逼  你要觉得壳子牛逼你继续自high 意淫在天朝上国的幻梦中 你们这种人多了 外国巴不得
149,回复@飞在天空踏雪:脑袋装的大便吧！都是自己养活自己，怎么叫靠国家了，没有每一个个体工作纳税，哪里来的国家？都自己自己靠自己，不存在靠国家，国家应该感谢努力工作生活的你才对。
150,发动机就不过关吧
151,回复@岛线:喷子们！你他妈的也是中国制造，而且也是组装杂交货！
152,回复@naro澄:空客波音都是中国做的壳子，以后游过去拿狗粮吧。
153,回复@人生系浮云:你这种人只坐过拖拉机吧
154,回复@人生系浮云:你这货该吃药了！
155,回复@岛线:怕壳子
156,回复@丙申八月七:精外都会以拼乐高为荣呀？太惨了。
157,回复@岛线:估計你樂高都裝不好  在這裡bb個毛線
158,回复@房车看世界:质疑也不是乱说乱喷，你看看那些喷的人就知道了，你和他讲道理：对不起，你是小粉红，你被洗脑了
159,民众有质疑权，听到了不一样的声音你特么不知道开个发布会出来对质吗，一味用党报党媒和水军来引导舆论很省心？还有那些天天倡导国家高于一切的，我只想说：你们真是一群好狗。啊对不起，侮辱了狗。
160,回复@人生系浮云:知道飞机长啥样吗 是不是只知道自己打灰机 
161,完全搞不懂fb的台灣鄉民再高潮什麼  說得好像隨隨便便就能組裝一樣
162,回复@人生系浮云:不知为什么，特别想骂你
163,回复@人生系浮云:你可能坐不起
164,回复@人生系浮云:🙂你這麼智障我該說點啥好
165,回复@生于五月卅五日:看这个po主 好像一条狗 只知道狂吠为业
166,原来你国的威名还得借助洋大人之口才能挺直了腰杆儿昭告天下啊，跟晚清并没什么不同嘛，挺好，挺好，一边组织刀枪不入的大师兄绞杀二毛子，一边以红发绿眼的蛮夷认证为荣，极度自卑又超级自负，这专制啊，真是一剂永葆青春的良药，年龄长了，个子大了，心智却永远低幼，果然巨婴。
167,回复@Julia的新生活:会的
168,让领导们逢飞必须坐C919吧
169,回复@邪恶的王GG:您谦虚了，您不就是个现成的键盘侠吗，怎么不认狗窝了呢
170,看了评论有些心寒！！国产是有很多不如意的地方，起码要抱着积极，支持的态度去关注，为什么会出现这么多倒戈的声音呢？你可以不喜欢，但没人逼你要坐啊。国外的东西这么好，你干嘛还住在中国？是，中国它还在发展，不可能事事都走在前面，要不早就是发达国家了。它再不济也没有让你流离失所、无家可归
171,好大喜恭
172,回复@我是一个蠢蠢的逗比:整天你囯你囯，恶心死了，不是我国人就滚出去我国啊，还在我国叽叽喳喳
173,回复@人生系浮云:爱坐不坐，缺你啊？好好挣钱做外国机吧！
174,回复@大王蒎我来巡山呐:哥们，看你的照片，咳咳，还是去整个容再来撒野吧，又丑又傻，没谁了，当汉奸也不符合你美爹的审美啊，可惜不能发照片，不然把你的丑照定在这里，让大家看看网络键盘汉奸狗是什么猥琐样，一想到你这种丑货对国家评头论足，就觉得超级恶心唉
175,回复@人生系浮云:说得好像飞机场你家的还是你能买一架的一样
176,美国的苹果:cpu架构是arm的，高通也是。屏幕三星的。相机lg的。喇叭是中国aac的。双标狗就不要展现自己低劣的智商了
177,回复@羽生古月:滚你麻痹
178,回复@无趣聊:小粉红还以当支那人为骄傲，你国特色
179,二逼太多，该清理了，国家发展的绊脚石。
180,回复@克里斯的日常:说得跟你能造出来的似的
181,回复@克里斯的日常:哪里都能看见你这只蛆 不回你的粪坑蛆在这凑什么热闹？
182,回复@人生系浮云:对于你这种人就不能用人话来形容了
183,回复@人生系浮云:看到这么多人整齐的骂你，我就放心了
184,回复@小乌龟的皮皮猪__:怕国人安装不好
185,回复@岛线:@皮皮猪的小乌龟
186,发现一个有趣的问题⋯讲这大飞机是国产所以不敢坐又讲大飞机是外国零件技术造的人敢不敢坐外国飞机？
187,回复@羽生古月:辣鸡拿大号出来，小号懒得喷
188,回复@杨昕____:比星际迷航里的曲速引擎都厉害
189,还要什么国产发动机啊，把这些喷子绑到机翼下不就行了。
190,作为一个见证了我们伟大的大家庭那么多年来的快速发展的人……我深感骄傲……那些键盘英雄们呐……长点心吧……60、70、80那些时候的日子只遗憾你们一无所知啊
191,有差距是事实，但是我国航空工业的进步也是事实！加油吧，我的国！
192,他们懂什么，他们哪里知道当年差点成功的运十
193,回复@清_水_红_叶:有好的国产你不买，图便宜买作坊国产，赖谁?
194,环球时报为啥不敢面对质疑？为啥质疑中国制造，对国产的不信任？难道是无中生有吗？是因为国产的成了偷工减料质量低不可信的代名词，谁的责任？政府的公信力也一样？为啥不反思？
195,回复@我爱smile你:我从头到尾没有为键盘侠澄清任何事，我一直再说的是官媒的做法对不对，但你根本就没认真看内容就主观定位一个人的立场，而你对国外文章是否可信的论点却是让读者有自己的判断和正确的是非观。从某种角度来说你又是不是键盘侠呢？在网络评论的又有多少不是键盘侠？当然也包括我。
196,回复@情框特穌:凡事就没个误会什么了？一味偏执的认为我怎么怎么，那你是不是也过于苛苛，而没资格评论？而且，给键盘侠澄清，这本来就没必要，你说你给他们澄清我就把你当做键盘侠了，能澄清什么？说实话，我就没认为你给他澄清，我以为你就是键盘侠，来反击我们的。
197,这就跟电脑系统还是微软的一样
198,把喷子和键盘党绑在一起可以飞到太空
199,回复@人生系浮云:矫情 坐美国机吧
200,回复@大王蒎我来巡山呐:多读读书再来喷，连知识产权都不知道
201,回复@人生系浮云:看到有人骂就放心了
202,回复@扯扯AS-W:哎哟~你真有先见之明
203,@EY小辛 我家那辆就差一个C
204,回复@gundam_mkii:给你放到国外战乱的地方就好了，你竟然还认为国家对不起你，可怕。
205,回复@开心小滴答:除非是天生残疾吃低保几乎无消费，否则谁对不起谁还真得细细算算呢…
206,回复@人生系浮云:你微博三观不正
207,1
208,回复@幽默背后:关注国产重大技术突破的，也是对国产技术进步寄予了很高的期望，毕竟被别人掐着脖子多少年了。有进步是值得肯定的，但是过度的盲目自信是不是一件好事呢？如果有这么多不足还容不得质疑，容不得批评，有了点成绩就一味的沾沾自喜你能指望有什么进步？做技术啊，应该多点实干，少点自嗨。
209,国外好，在路上被崩了都不知道怎么回事。生在中国有多幸福都不懂，整天国外国外的伊拉克叙利亚也是国外。
210,回复@人生系浮云:点赞不等于支持！居然有人以为点赞就是支持你，大家点赞就是为了送你这个小丑上去声讨！
211,建议那些SB喷子说什么是用外国零件拼的之类的话，多读点书，真的是又蠢又无知，喷子们去看看《开讲啦》，里面不但有武直十，空警2000，运20的总设计师开讲，还可以给你们普及一下科学，免得你们自己蠢，还蠢你们的后代
212,回复@温斯顿的花园:市场化。。。。我的天。。。。。这三个字害了多少人
213,中国的大飞机项目，并不是毛左们口中的“自力更生、东风压倒西风”政治挂帅！而是中国人保持开放的心胸与视野，努力探索与现代化，提升人类整体文明的行动！ 但是。。下一步应该是：逐步去除补贴，市场化！！！
214,像这样负责任的政府你不指望，你指望外国几个烂媒体、烂报纸、烂网站，好坏都颠倒了！——郑雁雄
215,一群sb。还键盘侠，请不要侮辱“侠”字，一群寄生虫而已
216,退一万万万万亿步，给你一堆IPHONE零件你也拼不出来一台iPhone
217,关注国产重大技术突破的，也是对国产技术进步寄予了很高的期望，毕竟被别人掐着脖子多少年了。有进步是值得肯定的，但是过度的盲目自信是不是一件好事呢？如果有这么多不足还容不得质疑，容不得批评，有了点成绩就一味的沾沾自喜你能指望有什么进步？做技术啊，应该多点实干，少点自嗨。
218,回复@人生系浮云:这孩子胳膊肘往外拐哎😣
219,回复@人生系浮云:天上飞的东西毕竟不比高铁，凭良心说现在确实不敢坐，估计等真正投入应用若干年以后再看……
220,回复@月亮的背面是外星人:你可以不赞同，但保持沉默和观望就好，就好比一对不孕的夫妻有了孩子，你不去祝贺，还在旁边来一句：别庆幸太早，万一早夭呢？，，换做你急不急？虽说是可能发生的事，但谁也不愿意听对吧？
221,不唱赞歌就成了键盘侠！和他们意见不同就是不行！就是要给你扣个帽子！
222,回复@八百亿基佬:你不信我们国家能造出大飞机那你不就是美狗吗
223,回复@how_dare_you_: 哪里抽了？他说他信了？美狗知道自己主子的意思就行了
224,评论里有很多辣眼睛。
225,回复@人生系浮云:爱坐不坐，不坐拉倒。恶心人。
226,给我钱，我也怼，反正说了痛点的都被称为“键盘侠”！“键盘侠”说的不对？就不能虚心接受批评，再改进改进？！
227,回复@ZMNS222:什么华为？
228,回复@双层200抽:哎呦，你还用的华为呀？？？丢不丢你美爹的脸呢？
229,回复@人生系浮云:我是新来的！是走一下程序还是直接喷？
230,回复@向炳东东东:虽然有少数人冷嘲热讽，但是大部分还是热情骄傲呀，别生气
231,回复@大王蒎我来巡山呐:@秦大心yx呼呼 你看，这就是为什么我不去造飞机，去造飞机造出来也是被这群国民冷嘲热讽，真为去航空院所的同学不值。
232,继续加油吧，我的国！
233,各位首长同志，意大利键盘已经准备好了，请问怎么喷好？是喷国产的没有他们美国爹的飞的优美？还是喷这飞机伤害了我们键盘狗的自尊心？请指示！
234,回复@我爱smile你:看我给键盘侠澄清就认为我是键盘侠，就已经说明你这人没有判断是非的能力，又或者你根本就判断，主观直接判定。又怎么谈判断外国文章正确与否。。。
235,回复@暴力膜Justify:这帽子不是别人扣的，是他自己以前给自己扣的，他之前发了了好多微博，现在都被删了，这个没人造谣
236,回复@GuoZhanui:给他扣帽子“卖国贼”啊，微博上没有比这招更好使得了
237,回复@汉大师是大湿级别的大师:只是正常的欢喜罢了吧？我看都挺正常的啊，都是为国家欢呼的
238,写这篇报道的人真鸡巴恶心，都新世纪的的人了还搞阿谀奉承这一套，难道国民把飞机吹捧上天就等于爱国吗？对于国产化较低自主知识产权还有待提高的问题，中国应该正视自身情况，不能盲目自高自大自吹自擂，飞机这才首飞成功，就开始吹牛逼了，能不能低调点
239,回复@飞在天空踏雪:是啊，有些人看不起自己的国家，嘲笑自己的国家，认为外国什么都是香的，可是要是没有这个国家，他就连人都算不上
240,回复@白石池:那你相信呗，中国大飞机和发动机一直是弱项，多少年都整不好。送上太空这个比喻不恰当，技术完全不一样，因为能发射火箭和卫星的国家太多了，连朝鲜都能发射卫星……中国发展大飞机前景是好的，但不会太先进
241,这可能是扎心了！这么反击！
242,回复@大王蒎我来巡山呐:又一个秀低学历的
243,键盘侠表示那不是我们说的，那是第五纵队干的事
244,回复@人生系浮云:你做得起飞机吗？？？
245,回复@克罗艾的猫猫:国家不治理中国，你会有工作，你会有饭吃，你会安逸的在这微博上喷，好好想想，什么都不想付出，国家怎么保护你？你去商店买完东西别给钱行吗？
246,回复@飞在天空踏雪:靠国家吃饭？笑死了p民有这待遇？
247,谎话说多了，当然很容易被人怀疑！以前的龙芯CPU就是前车之鉴呀！是真的就经得起考验！
248,回复@情框特穌:我没提919，看到你再说国家给键盘侠澄清，我就很容易觉得你也在键盘，说你不懂是说你们键盘侠啥也不懂就知道找缺点，你说的这个问题，其实要靠自己判断的，以及自己查找资料和增大知识面，来看到底国家解释的是否正确，其实也很简单，让你理解觉得没有错误，就对了。
249,我国又要帮外国人建飞机了.......... 高铁已经世界第一了    无敌就是这么寂寞
250,回复@人生系浮云:您不会坐就对了 不然这狗都成精了 还了得
251,回复@脱缰的野马-Andy:还不太成熟，估计还得等几年，
252,有本事用C919做成大大的专机，那就有说服力多了。
253,一口能吃成胖子吗，能吗？
254,回复@但愿你会是上帝的宠儿:最好的评论
255,回复@幽默背后:你所站立的地方，就是你的中国；你怎么样，中国便怎么样；你是什么，中国便是什么；你有光明，中国便不黑暗；你有梦想，中国便有希望；你有行动，中国便可进步！
256,回复@极地玫瑰:一百年前的一群人让中国不坏起来，70年前的一群人让中国开始好起来，50年前的一群人开始让中国变强起来，15年前的一群人让中国变得更强起来，现在的一群人，跟美国比，跟日本比，跟韩国比，跟俄罗斯比，一边比一边说中国这个不好那个不好，你不给祖国添乱，就是最大的添瓦
257,回复@抑郁小笨蛋:呵呵，外汇早管制了，你能汇出去就服你。
258,回复@一已亦心1:把他发送到菲律宾去
259,回复@人生系浮云:你只适合坐mh370。
260,回复@人生系浮云:有的时候新技术出来确实会让人不放心，但是你也要相信中国制造……
261,回复@人生系浮云:你本不是生活在地球
262,国人自卑，向来如此。他们的眼中向来是外国的都是好东西。外国的jj大，外国的mm大，外国的pp大。凡是中国制造，中国元素的，不公知的，都是腐朽的，都是抄别人的。我只想说，中国能有今天的发展多亏了十几亿国人勤劳努力的工作。这件事情上是不容任何人诋毁的。
263,这个飞机上如果装8个喷子代替发动机，应该可以垂直升降了吧
264,回复@岛线:66666
265,回复@抟肉串的炼金术士:别说市场全球化了，他估计还认为苹果手机在美国造好空运过来的呢！
266,回复@Hipzip:竟然不知道全球化，怕是你的脑子还停留在上世纪吧。或许这就是美分吧
267,回复@爱手工的胖子:首先，不是受制于人，看来你还没明白市场经济全球化是是什么意思，参考政治课本，就好比圆珠笔笔芯靠引进外国这件事来说，不是自己早不出来，而是为什么要早？直接买别人现成的不好么？自己费劲造出来的利润还不够研发成本的，吃累不讨好，那为啥总理一说就造出来了呢？废话，政府支持，优惠会少？
268,回复@野蜂飞舞_:其实简单来讲，还是会受制于人就是了。可惜小粉红们永远都会觉得你在讽刺国产，而不是在忧虑这其中的风险。小粉红永远沉浸在美好的意淫当中，二不懂得生于忧患、死于安乐。
269,回复@MikeyMD:难道你是所谓的公知狗？
270,小粉红们就是读环球时报读成脑残的
271,毕竟是国家先进产品。应该给劳苦功高的领导干部先坐。等过了3年量产了，自然可以供给广大人民乘坐
272,回复@人生系浮云:别生气因为他压根就是坐不起飞机穷而low
273,回复@Mrr栋:老铁，你棒棒哦
274,回复@人生系浮云:又没求着你坐，不要太把自己当回事。
275,回复@这个名字是团乱码:那华为为什么不能进美国？难道不是思科在国会游说的结果吗？你们不是都说美国是由资本家控制的吗？那么你觉得波音有没有这个能力游说国会，找借口停止向中国供应零部件。
276,要知道是国家给我们不不自知的安全感。
277,根本原因就是不自信，没有培养出自信
278,回复@人生系浮云:竟然还有人给这种人点赞，可怕
