,text
174,回复@予竹鸣:科学家工程师们尽心尽力去做出来结果被你说骗财政？那你啥都没做是不是别浪费空气啊？
175,回复@予竹鸣:没给国家财政贡献一美分的人还操心国家财政？真无私
176,回复@铁板五花肉肉:坐飞机是举国之力，汽车还只是企业自己搞
177,这一代造壳子，下一代造发动机。
178,回复@B型摩托党:那你特么要从猴子重新变成人？？
179,自主研发然后发动机是外国的 好6啊
180,回复@予竹鸣:其实你会飞最好了，我们直接坐你，也不需要花太多钱，
181,回复@铁板五花肉肉:汉奸你好
182,回复@温斯顿的花园:不想看内容，只想说你还没死啊
183,回复@铁板五花肉肉:是啊，包括人也是 别人家的孩子都越来越聪明，就你这个狗儿子养了那么些年智商还是没变过，
184,回复@B型摩托党:总比以前壳做不出来强吧
185,回复@铁板五花肉肉:汽车就是个代步工具，你非要比，跟比较个电动自行车进口的好还是国外的好有卵区别，谁买进口电动自行车？安全系数这东西永远都是一分价钱一分货。你没钱还怕死，那就是好好骑共享单车吧。
186,回复@铁板五花肉肉:另外，我对制造业还知道一些，不像你，无脑喷
187,回复@glass-lip:傻叉，装什么专业，你懂机械材料化学？
188,回复@摄影师安屿:不民主的飞机也叫飞机
189,中国会越来越强大的。放心吧
190,回复@铁板五花肉肉:你是瞎了还是怎么着，哪句话写打败全世界了？你不知道有全球化？中国造出每一个部件才叫成功？C919的有些核心部件是进口的，难道别的部件就没有技术含量？很多工业产品，只要中国造出来，国外立马降价，没有竞争力为什么会这样？中国的工业差距和国外差20年以上，但这个差距在不断缩小，不是靠喷出来的
191,回复@glass-lip:别人的飞机在全世界飞了几十年来，中国飞机刚起步，凭什么就开始吹要打遍全世界，就因为你认为自己很努力就够了吗，比不上是事实，为啥不敢承认，非要吹才好？
192,垃圾焚烧场将建在清远飞来峡（北江上游），老百姓反对，政府出警打压，广东没有任何媒体出来为民申诉，官逼民反。
193,回复@乐燕俊:这种理论放在现实中并不合适，毕竟是是中国特色社会主义
194,回复@用户6176995224:理论的角度共产主义是不应该区分的！！
195,回复@B型摩托党:那主持人说“但是他的引擎和系统都是来自外国工厂” 太讽刺了 还有那句共产主义中国也有头等舱是什么鬼
196,发动机这块还是不行，中国要加油啊
197,我喜欢坐运20
198,中国都不提共产主义了，老外还提这个。
199,“虽然这里是共产主义中国，但他们也有头等舱”
200,回复@B型摩托党:我们可以自主设计生产就代表我们掌握了大飞机的制造，还能安全试飞，确实难得。发动机这个东西也会搞出来。
201,回复@温斯顿的花园:东风压倒西风，不要乱引用，看看说这句话的历史条件和语境。
202,回复@铁板五花肉肉:你真是不了解，汽车是市场换技术害的。大飞机我们本来有运10的底，只是被忽悠的停了几十年，现在补课呢。
203,回复@最爱韩猪猪:学学！
204,回复@大闸蟹没有没有翅膀:他应该去洛克希德马丁
205,回复@予竹鸣:你这种高科技人才没去波音，空客可惜了。
206,回复@温斯顿的花园:这是要洗白了吗，天呐
207,回复@库班克:还是初级阶段
208,我们是社会主义好吗
209,让我国领导先坐
210,回复@铁板五花肉肉:光互联网的发展 中国就在世界前列  千万别叫醒装睡的人
211,回复@B型摩托党:多读点书再来喷行不 每次看到这种没文化的喷子都怕自己白眼翻过去回不来
212,@椰子oho
213,BBC
214,厉害了我大中国！
215,回复@B型摩托党:你应该就是脑残
216,明天，又是充满希望的一天
217,回复@铁板五花肉肉:你比较可笑
218,回复@予竹鸣:你以为飞机飞上天靠个发动机就能上天
219,革命尚未成功，壮士仍须努力！还有很多东西受制于人，自己完全掌握了才有更好的发展！
220,要继续加油
221,回复@名字真难起orz:我觉得没必要全是国产的，因为有些设备重新开厂制造不合算，用买的就行。全球化，就注定不可能全是自己生产的。别管喷子说什么，我们心里知道就行。
222,回复@凡尘才子008:呵呵，说的你好像很懂一样，我国使用国外的发动机是取得适航证的最快方法。你知道毛子的Mc-21用的是谁的引擎吗，用的是你美国爸爸普惠 pw1400G。加拿大庞巴迪CS100用的也是你美国爸爸普惠pw1500G。全球化背景下使用别国发动机没什么值得争论的地方。未来我国一定会装配自己国产的引擎，实现全国产。
223,回复@B型摩托党:不顶你上去说不过去！
224,回复@B型摩托党:你父母造你的时候也只有壳，却不知道几十年过去了你里面全是屎
225,回复@美的空气净化器:@海尔  你是不是应该装个冰箱
226,回复@铁板五花肉肉:你这话我真没法接。 现在很多国产车把外国车怼成两节的，但你要用所有国产和那么多国家所生产的所有外国产来对比的话，我觉得二汽东风二代还是能秒杀几条街的。
227,回复@大偉Act:外国车包括除了中国以外的车，所以数量上比不上，质量上就不用说了，价格在那里。
228,回复@新百伦OCE工厂店:两个都想要，立马赞了两下
229,上一个星期天 ，一个人赞了我，他娶了年轻貌美且富有的女朋友。上上个星期天晚上，另一个人赞了我，他中了900万。别说我不够意思，话已经放这里了，能不能把握就要看你们自己了。
230,回复@爱-天涯:你才要多读书 不懂要百度 不要秀智商 直接和你说吧 工资超3500才开始纳税 3500以下不需要
231,回复@我一直在啊3:多读书，
232,多的我不说了，bbc都来采访了。就是他妈的干
233,回复@铁板五花肉肉:连没脑子的你都觉得可怕，还能夸你点啥
234,回复@咔咔就是唠:你这种连脑子都没的才叫可怕
235,回复@爱-天涯:纳税是有金额额度的 超过才纳税 要是工资低 没超标 是不需要纳税的
236,回复@铁板五花肉肉:你可以了解一下历史人家工业社会的时候，中国是什么情况，能到现在不容易了。
237,清远抗议事件你们为何无作为
238,造是造了，但能不能别一天到晚吹牛b骗经费？
239,回复@美的空气净化器:支持美的，因为老板是我本家
240,回复@凡尘才子008:那你信不信 就算他封锁 我们也可以自主造发动机 顶多时间晚点 当不会太久 现在是 你的东西好点 我就先用用你的 等以后自己的好了就用自己的呗 而且经济全球化是每个国家都要融入 没有哪个国家不用外国的东西
241,回复@BadboyLanCHer:空客的主要部件基本是欧洲有生产的，发动机是英国罗罗公司，美国就更不用说！自己国内供应绝大多数零部件，发动机主要是美国通用提供！别在扯什么全球了，不停的洗地有意思？睾丸捏在别人手里，还要说蛋不疼！
242,加油
243,回复@-梦--想-:@美的生活电器 联系这个小姐姐
244,回复@美的空气净化器:美的微波炉连个售后都不完善 嗨搞什么宣传
245,@青春献給嘞义务教育拉
246,回复@铁板五花肉肉:你的脑子也长了几十年了不一样除了占空间以外没任何作用
247,回复@新百伦OCE工厂店:但所有赞你的人最后都死了
248,回复@B型摩托党:就是你狗爹的一摊人形的精 狗都不如
249,回复@摄影师安屿:你黑老子
250,领导先坐
251,回复@铁板五花肉肉:层主是个对工业史一无所知，对制造业一窍不通的傻×，鉴定完毕
252,回复@xwzysh:哈哈，加油！
253,中国已经这么强大了，你还有什么借口不再努力？妈蛋我得先把4级过了
254,回复@Ying_01222:理解理解，进步是一步一步的。
255,爹无所畏惧，随他说
256,回复@铁板五花肉肉:比亚迪现在做的是替代性汽车产品 好比现在的智能手机完全替代老式手机 时间问题（相信不会太长时间） 如果买其公司股票，20％--30%年化收益率 毫无压力 就这样 不在对你做任何回复了。
257,回复@铁板五花肉肉:外国牌子又怎样，大众到了中国不也得叫一汽大众么
258,虽然是共产主义国家，他们也有头等舱
259,回复@热死的南方人:要什么发动机，把你这喷子装上面就能干死f22
260,中国加油！
261,回复@爱-天涯:快把你的纳税单拿出来看看好好吃泡面
262,哈哈
263,回复@一场浮华旧梦8:你用的电脑芯片也不是中国首创的
264,回复@铁板五花肉肉:行行行  您老人家。说什么是什么行了吧？
265,回复@热死的南方人:你除了知道发动机你还知道啥？
266,中国让世界很尴尬
267,回复@铁板五花肉肉:三季人说的就是你这种人了吧！
268,就担心引擎供应商搞鬼
269,回复@铁板五花肉肉:我第一次听说为了保护国产车，才搞合资，不是为了便宜吗。三十年前什么时候用过国产车，那时候都是伏尔加 拉达 奔驰
270,回复@良晨约拍:红旗是一汽的一个品牌，外国车没进入中国市场之前，就是国产车的天下，为了保护国产车才搞个合资的品牌。
271,回复@爱-天涯:为国家贡献了屎尿？推动了国家发展？每个自然人？强奸抢劫杀人犯也为国家做贡献了？你有点脑子好吧 渣渣
272,回复@罗呐尔多A梦:气的很 国家有进展了一个个在这秀下限 只会泼冷水在这逼逼 也没见他为祖国有啥贡献 
273,我们虽然喜欢借鉴 模仿 抄袭 但是能发展到今天这个地步。真的算很牛逼了。我为祖国骄傲。抄袭 借鉴每个国家都会有。韩国甚至会抢。有什么好吐槽的呢？
274,回复@铁板五花肉肉:奥迪不也是买的一汽奥迪吗，现在都换红旗了，怎么红旗比一汽还好？而且二十年前公务车中大量红旗呀
275,回复@良晨约拍:就算是几十年前，中国的轿车消费市场也不会小，国产机就是因为造的不好才会没人用，前几年连官方公务车都是奥迪，如果国产机好为啥不采购？
276,回复@BadboyLanCHer:跟这种人辩论只是徒增烦恼，散了吧，爱咋说咋说，反正组装飞机的时候又不是你
277,发达国家粉碎机又来到了新的领域
278,回复@B型摩托党:哦，国产飞机吹牛逼，不需要你捧场。
279,回复@纯洁脸逗比心Vic夏维克:没错，但我不去吹牛逼
280,回复@睬陌菇:没事儿，美的也有中央空调
281,回复@美的空气净化器:国产飞机装中央空调
282,有个亮点他说共产主义中国也有头等舱，歪果仁看我们可能像我们看朝鲜一样
283,回复@铁板五花肉肉:随你怎么说，一汽一个造大卡出身的，你就先别指望他造轿车了，那个时候造的再好，有什么用，谁买
284,回复@良晨约拍:还有其他一堆国产车呢，一汽，二汽等等都老早生产轿车了，难道20年不算几十年么？
285,回复@铁板五花肉肉:人分三六九等，有精英也有底层，无知又妄言在明白人眼里只不过是懒得纠正的笑话，脸皮厚并不能让你看起来更自尊一些。真心劝你一句话，多读书多了解多接触聪明人，别作茧自缚了，等你视野达到一定高度的时候再回头看看。没有恶意，真的是作为同胞为你感到痛心。
286,回复@Edward暮城雪:你还是可怜你自己吧😄
287,回复@铁板五花肉肉:那不就对了，这就是时间和资本的积累你知道吗
288,回复@兔忍兔忍兔:不用查，国产车比不了这些车。
289,回复@铁板五花肉肉:2016年比亚迪新能源车全球销量超过10万台，市场占比高达13%，连续两年蝉联销量总冠军，并创下了世界历史新纪录。
290,回复@B型摩托党:。。各国飞机制造业都是零件从各个地方进口最后组装 你以为能全部自供？
291,回复@美的空气净化器:要是坐飞机送净化器就好了，这个创意怎么样……
292,回复@铁板五花肉肉:奇瑞1997年注册成立，长城1984年成立，早期生产工程用车，生产民用车几年？长安96年，你怎么算得几十年
293,回复@良晨约拍:那你去查查奇瑞，长城，长安等等一大堆国产车啊，看是这几年量产的还是几十年前量产的。
294,共产主义就不能有头等舱吗？😡😡😡
295,回复@铁板五花肉肉:键盘耍的66的
296,回复@铁板五花肉肉:那你查查奔驰宝马大众雪佛兰多少年了
297,回复@兔忍兔忍兔:去查查啊，红旗牌汽车多少年了。
298,愿祖国更加富强！
299,回复@B型摩托党:哦，你也只是皮囊，思想也是别人给你的。
300,牛逼
301,回复@铁板五花肉肉:我已经懒得回复你了，你自己去查资料吧
302,回复@不会取名的俊:环球时报还是人民日报有说过中国高铁世界第一吗？
303,回复@铁板五花肉肉:没有人说正义，只是觉得你可怜
304,回复@Edward暮城雪:别人都是键盘侠，只有你们最正义，你自嗨就好啦😄
305,座位大点再大点 
306,回复@铁板五花肉肉:啧啧，你已经无知到这个地步了？
307,中国越来越强，自豪
308,回复@铁板五花肉肉:那时候量产了？投入民用了？红旗真正开始市场化其实连十年都没有。你要这么说，凯迪拉克多少年了，不照样没跻身一线吗
309,回复@良晨约拍:红旗牌汽车啥时候的？
310,C919成功试飞对波音空客两家公司来说不是什么好事，下一步估计又会被整些事非出来…
311,记得小学五年级的时候我们的班主任有一天请假了，校长代课，他讲到我们国家和美国的差距，我看到他面容神伤，微微的叹了口气，如今十几年过去了，我们的发展让美国开始慌了，可以把他们追赶得气喘吁吁了
312,回复@LX小六:别说没必要，确实做不出
313,赞同自己的认识和不足，航空人为你致敬！
314,回复@铁板五花肉肉:不看新闻真可怕
315,回复@予竹鸣:这个地球上有几个国家会造呀
316,回复@铁板五花肉肉:国产车这几年发力 在国外卖的可以
317,回复@朝虫暮草夜红花:掌握核心技术提高竞争力
318,希望飞机产业不要像苹果那样，把咱们98%的利润赚走，咱们喝稀汤。
319,我们有了自己的航母，有了自己的飞机，放心，什么都会有的，那只是时间问题
320,回复@铁板五花肉肉:是啊，确实不如你们键盘狗的发展速度，才短短两年就已经领先世界数十年了，为你喝彩！
321,回复@予竹鸣:感觉你应该没读过高一🤔
322,逼逼C为什么不多关心一下自己的国家呢！！！都那么的惨了，还有空来调侃其他国家，
323,回复@美的空气净化器:又是你，万一人听了你的装了海尔空气净化咋整？
324,是就是不是就不是。你自己也是媒体，用的着挟自重吗？
325,英国口音
326,回复@扫地僧98356:真是雅虎日本，你也稳
327,回复@WatanabeYoo:日本人，稳
328,想起了幸福航空的轮子
329,欲得之，必先欲之。
330,BBC嘴就没干净过
331,转发微博
332,我们强大的反向工程会让你们很快就乐不起来的。这方面老毛子深有体会。
333,回复@盛酒的鼻烟壶:而且国外的什么技术都垄断了 都是我们自己研究出来的
334,BBC的记者还记得我们是共产主义国家，中国人没几个人记得吧.......
335,航空发动机啊😭，心脏才是最关键的！
336,请领导人专机先换用这个机型，否则说破天都是拿老百姓当小白鼠
0,吃了一箱榨菜就投共了?台湾人膝盖太软
1,@扶摇直上139：这个不是台毒分子，又来大陆混钱的狗吗？为什么这个狗还可以开微博？
2,榨菜的神奇
3,HTC...
4,还好他没有说大陆人喝不起茅台
5,他就是个彻头彻尾的台独，大陆不能让他有市场，哪个企业和他合作我看不起你，不能让统派同胞寒心
6,这就是个彻头彻尾的台独，不能让他在中国有市场，不能伤了统派同胞的心！！！
7,与其羡慕，不如统一
8,@宅纸夝
9,不要在地方电视台装专家叻
10,这是要骗飞机吗
11,榨菜让人清醒
12,不就是工业工程的目视化吗？
13,很讨厌他
14,能不能不要再报道这种两面派啊，不咋样的人反而出名捞钱
15,Htc....不相上下？？？
16,回复@平地吃瓜天台望月:这种人就是墙头草两边倒
17,能不能不要再给他画面了
18,回复@太子63133:
19,回复@鼻涕大王121:摆脱你多挣点钱去体验一下htc的vr吧
20,坐井自缚，等把台湾收回来，看怎么收拾你！
21,回复@星月-无言:茶余饭后当成搞笑新闻看的，我们又不是需要别人肯定我们。
22,不要再给他热度了好吗？见人说人话见鬼说鬼话的墙头草，台湾那些名嘴政棍对我们的褒贬很重要吗
23,越来越热衷于品质的打造，看好这样的联想AR
24,感受来不管是高速更直观，而且更多的速度和体验都一目了然
25,这么多年的坚挺，挺不容易
26,加油，实至名归，这是联想AR的荣耀
27,玩起来，肯定也很畅快的
28,精神的传承，让AR继续延续
29,对用户负责，也就是能够做出好AR
30,真的很厉害了
31,AR发展的今天，联想一定要做好更多的创新
32,异军突起的联想，联想有着顽强的生命力，这样的我们都喜欢
33,都可以造飞机了，支持一下
34,回复@我在海拔3000米的地方等日出:网络喷子
35,回复@原来是十夏阿:美帝良心想这个名字怎么来的大家都清楚吧
36,回复@创梦爱你呦:反正不是你的
37,回复@我在海拔3000米的地方等日出:不是中国的是你的
38,回复@我在海拔3000米的地方等日出:被海军洗脑文给洗的没智商啦
39,回复@淘宝优惠券喵天王:你🐴是死得太早留下你个孤儿？
40,回复@我在海拔3000米的地方等日出:联想不是中国的，那是你🐎的吗？
41,回复@胡艾竼:虽然老是被骂，但很多费力不讨好的东西确实是它做的。
42,屁啦！聯想根本沒有核心技術，只是會組裝而已
43,别给他脸色，这人就两面派
44,//@紫光阁: 无论是顺境还是逆境，无论是吹捧还是抹黑，我们都将保持定力，不骄不躁，做好自己的事！PS：榨菜可以赠送，C919可不能白给！
45,回复@知音信箱:喂，拉黑我干嘛呢，对话不就是你一言我一语，真没劲耶，讲不过就拉黑！！那您还是别在微博待着吧@二十五釐米不含頭
46,台湾是中国的领土……
47,回复@知音信箱:咦，你想说什么呢，不论去过多少国家，我都知道我长大的这片土地在进步，越开放越包容，步伐不大，稳当要紧。当然别人可能成年，它还在度过青春期，我们会建立在足够了解自己，剖析自己的情况下，去吸收他人的优点哒，全部照搬呢，只会被人掌控，在国际也不会有自主和话语权。@二十五釐米不含頭
48,回复@短发孤零零:联想可不是中国的
49,回复@二十五釐米不含頭:没什么问题，但是你要知道没有生活气息的账号不管在哪个平台的可信度都不高，尤其是当这类账号故意发一些会引发歧义的话的时候
50,回复@武曲丙火:我就是上來看東西，微博是開放空間，私人的東西我不想留下，畢竟傻子太多
51,回复@吼哈呵哒么:我只想問你去過多少國家了？
52,回复@二十五釐米不含頭:安啦安啦，要的就是你们的放心，再来个猝不及防。人文这种东西呢，需要时间的沉淀，群体的更新，不急。其他方面嘛，比起我们，呆湾确实在深井里了，井盖掀开也没救啦，爬不上来的。嗯，在井里好好放心吧，我们也好温水煮青蛙呢。
53,回复@吼哈呵哒么:看到你語無倫次，我就放心了
54,回复@二十五釐米不含頭:不喜欢发和没有生活迹象可不一样，再不喜欢发微博的人有个几个月的微博号也不可能没有一点生活的迹象，你的微博基本是空着的，这没什么问题，这只会让你的言论可信度降低
55,回复@阿莫yoo:當初國共內戰一開始也是這樣
56,回复@二十五釐米不含頭:打得过就来试试
57,回复@物言语l:你是妹子的話我ok
58,回复@二十五釐米不含頭:很想接触一下你这样的朋友——没有任何歧视的意思，只是想了解下我们彼此的价值观取向。可以的话加下互关我们私聊
59,回复@二十五釐米不含頭:哇哦，快压不住了么，也是吼，看到呆湾们如此不争气，一天天的去中化，还对着日本流口水，能压得住么，是吧。国际游戏从不和平，硝烟是无形的罢了，呆湾还在自己的小游戏里不亦乐乎呢，没空理你们。不过，大西洋彼岸的民主自由这把火也该快烧到呆湾了吧，那块肉啃完，也就到你们了，赶紧回去守着后院。
60,回复@东野宣:呵呵，自己去搜，我没义务给你科普
61,回复@透明的鱼9999:你从哪里看到舔美了？ 中科院的人也不需要舔美啊   您能想到的 难道中科院的人就想不到吗？ 难道AR要邀请您来去研究吗？
62,下必要黑矛台了
63,回复@谢小桂子:来亲亲哈哈哈哈
64,回复@永远的冬季2017:
65,可惜了联想，在那个“造不如买，买不如租”的历史背景下选择了贸易路线放弃了技术路线。 说真的，如果没有最早的联想汉卡和北大的汉显技术，咱们现在指不定还没法在电脑、手机和其他设备上使用汉字呢。 可惜了可惜了。
66,这家伙是个高手，知道怎么炒作效果最好！不管是黑中国，还是粉中国，只要出名就好！关键是赚钱！黄世聪，加油啊！//@紫光阁: 无论是顺境还是逆境，无论是吹捧还是抹黑，我们都将保持定力，不骄不躁，做好自己的事！PS：榨菜可以赠送，C919可不能白给！
67,回复@东野宣:是中科院控股不差，但是它不是一个好企业，舔美舔到怀疑人生
68,回复@去酿酒:我要在台式机里先把颜色定好，在做，要不然他的颜色做的时候纯度没那么高，可和其他设备串联就高到可怕。我说的是他显示器的问题，和建模没啥关系
69,回复@HxH_韩:还可以，我觉得拯救者真的很好用，作图完全够用，建模也不会卡
70,是的，大陆炫富的只有榨菜而已！其它的都不值钱！送只能送榨菜，那时富有的象征！
71,厉害了
72,你别说，东森这档“综艺”节目比三立那些一本正经的胡说八道节目好看
73,就是台独
74,还有送榨菜活动吗
75,回复@知音信箱:台湾真不行啊，台北还不如厦门，其他城市更不用说了，一群井底之蛙，很多人感觉没开化
76,台湾省只有2300万人口，却有100多家电视台，电视台之间的竞争激烈程度可想而知。台湾省的电视业是高度市场化的，收视率决定生存。内容能吸引观众眼球，就会有收视率，有收视率才会有广告收入。  于是各种无下限的节目被批量制作出来。所谓“名嘴”们为了赚通告费，奔忙于各个节目之间，上午的节目里
77,说台湾科技世界第一下午到另一个节目里又会鼓吹某国科技碾压台湾。同一个名嘴可以从外太空聊到内子宫，科技、历史、国际政治、文化、体育、电影、经济、金融，所有领域都敢大言不惭一本正经地信口胡吹。不在乎专业度和真实度，只要有“节目效果”就可以毫无节操，这样的媒体生态，实在是恶劣到了极点
78,说实话，这玩意装个B还行，好不好用，谁用谁知道~
79,吃了榨菜 好想要飞机？
80,回复@顾城568:
81,回复@风的踏上巅:你在开车吗
82,小嘴抹了榨菜@想要变成小锦鲤 @嘟啦啦钱哆哆
83,回复@我想问你魏什么:可惜了他的手机行业了，以前做得很大的。
84,回复@倾繁鹿:还在，手机差不多不做了，vr做的特别好，上次去外星人店里，最贵的AR.VR都是htc的，我也有点惊讶
85,我真的是不明白！一个县级地区总想跟国家比这比那的是有多膨胀
86,又想让我们送飞机
87,回复@栖梧2012:他的确是绿营的人。在不了解中国大陆现状下肆意抹黑。而台湾对大陆的消息也是封锁的。有些台湾人知道大陆发展好了，就干起电信诈骗。好多被骗的人通话录音都是带着台湾腔的。
88,他只是个墙头草的两面派而已，其实本质上还是台独
89,大一点点吗？
90,美帝良心有多远滚多远
91,略自豪，联想的晨星AR希望大家多了解下，刚获了CCF科学技术奖，不多说了，我们抽个奖吧……转发我们的置顶微博，抽联想智能平板和电竞鼠标。
92,我怀疑他在炒作自己 欲扬先抑？
93,回复@联想集团:镇上最早的网吧就叫联想网吧！
94,回复@知音信箱:人家是国民党
95,生活中已经有啊，可以看电影玩游戏。
96,我现在都看不到HTC了
97,吃了榨菜，脑子灵光了
98,HTC还……活着啊……
99,感觉榨菜哥想要捧杀
100,回复@联想集团:快滚
101,回复@去酿酒:色差惊人的大！不推荐需要作图买联想。
102,这种人是拿钱办事的墙头草，毫无礼义廉耻之心，就像大陆的砖家叫兽。
103,还不相上下，还是觉得大陆吃不起茶叶蛋的想法，高傲自居
104,创夏其实不错的，大家误会了
105,回放一下，没错说的就是联想，默默做事的联想
106,回复@联想集团:美国🐶
107,需要联想科普一下//@联想集团:略自豪，联想的晨星AR希望大家多了解下，刚获了CCF科学技术奖，不多说了，我们抽个奖吧……转发我们的置顶微博，抽联想智能平板和电竞鼠标。
108,回复@联想集团:出门左转，好走不送
109,回复@联想集团:当大部分人都在骂你的时候，你们还不知反省吗？
110,哥们儿，榨菜吃完了吗？
111,能不能别给这种两面人刷流量，无聊
112,害台不浅
113,啪死。说得好English
114,没有大陆支持，你做什么？
115,他们日常一捧一踩
116,回复@联想集团:哈哈哈哈
117,回复@伪球迷的小号:他在其它频道怎么说大陆的，就是当面一套背地一套的人
118,回复@颜宴:你没看到他埋汰大陆的时候，都埋汰多少年了，环球也瞎几把搞，搞的大家不知道他的底细，还成了他粉丝！
119,不要慌，常规操作
120,回复@环球时报:哈哈哈哈表情绝了哈哈哈哈哈
121,回复@联想集团:
122,回复@联想集团:想啊！你咋被大家喷成这样呢！
123,回复@联想集团:滚
124,吃人家的嘴短了吧
125,回复@武曲丙火:  我不喜欢发微博 不可以？
126,回复@胭脂·:你要笑死我
127,回复@颜宴:“榨骗”又来了
128,没别的新闻可以关注了吗？一天到晚的热搜都是什么垃圾。
129,榨菜里是不是放了迷药，吃完了这么谜
130,回复@联想集团:gun
131,别说了，不给
132,让他滚吧 他本质就是台毒
133,恳请环球时报不要再给这些无耻的两面派台独流量了，只要名利双收无论多昧着良心的话都能说，到最后还会像毒蛇一样无情反噬一口，还不如多播些黄智贤的视频……
134,回复@联想集团:什么奖？？？不懂
135,这回飞机的不送哈
136,你以为这是榨菜吗
137,湾湾吹虚，不同凡响//@联想集团:略自豪，联想的晨星AR希望大家多了解下，刚获了CCF科学技术奖，不多说了，我们抽个奖吧……转发我们的置顶微博，抽联想智能平板和电竞鼠标。
138,两箱榨菜就收买你了？
139,整个一精神分裂，一会踩一会捧。
140,榨菜没白吃
141,回复@联想集团:你们价格低？
142,回复@联想集团:买办美国企业
143,回复@风的踏上巅:以前用的时候它还是还是中国心
144,回复@联想集团:第一台笔记本就是联想，嗯，真的很耐操，我觉得一辈子用一次联想就足够了
145,回复@联想集团:这不美国联想么 还没搬走啊 你可是世界的联想啊
146,回复@联想集团:你还好意思
147,吃了榨菜果然就开始说人话了阿哈哈哈哈哈哈哈哈
148,滚
149,回复@联想集团:😄 榨菜哥又开始了
150,回复@联想集团:我为什么要为美企自豪
151,回复@联想集团:美帝良心想真让美帝自豪
152,这种狗为了红脸皮都不要的。
153,htc还没倒闭啊
154,不可能送飞机的
155,再怎么吹都不会给你的
156,HTC？？？ 还没倒闭？？！
157,再说也不会给你的
158,他是不是因为吃了榨菜对大陆彻底爱上了
159,一三五吹二四六黑
160,回复@联想集团:还不搬回美国去？？？
161,联想大陆价格比较低？？？ 怕不是不知美帝联心想咋来的吧
162,好样的。
163,就这讲话还专家呢，先把语言练练好再上电视吧，C都不会念，怎么蠢蠢的样子哦
164,回复@联想集团:联想的意见很大啊
165,憨
166,他就是黄智贤口中_半夜偷偷缝五星红旗的人
167,榨菜吃得好
168,那个，我就想问一句：他天天都在想什么
169,[加油][加油][加油]
170,回复@颜宴:比NBA好
171,果然吃了人的嘴短，哪怕只是吃了大陆榨菜
172,这是收了美国人多少钱？这么给联想打广告。
173,经济实力差距越来越大的话 慢慢就自然的回归了。 靠经济战略回归是最可靠的。
174,吃了榨菜，嘴巴都利索了
175,回复@联想集团:美利坚的骄傲联想
176,台湾人的嘴  不就是跟内什么似的么
177,回复@联想集团:美国企业说啥呢
178,在同行群里面问了一下，原来是联想研究院上海分院的晨星AR做的，可以看看我们的文章：网页链接
179,很意外吗
180,别吹了，飞机是不会送你的
181,回复@联想集团:你要洗白还要很长的路要走啊~本着支持国产的理念去支持你，然后你就叫我很难受。然后你的黑料就一个一个的蹦。美帝良心，你自求多福吧~
182,骗完榨菜又想骗AR
183,回复@联想集团:联想的不敢用，我用国产的
184,想骗飞机，在想peach
185,回复@联想集团:联想蹭流量都到这个地步了？
186,哈哈哈哈哈
187,想要AR，你真行，不给
188,用过HTC的差不多都结婚了吧
189,榨菜真好使
190,又想要飞机了
191,哦？HTC还没倒闭吗？
192,连夜缝国旗
193,哪来的自信？？
194,榨菜让你醒悟？
195,别吹了，这次不会送飞机给你的
196,回复@联想集团:美帝联想么环球时报都给你狗头了，面儿真大
197,回复@联想集团:美帝良心想
198,飞机给你真不行
199,“联想的产品价格比较低”
200,回复@透明的鱼9999:这不是中科院控股的吗 跟风之前能不能先去上网查一下？
201,其实他们就是上台瞎说而已为了收视率博眼球，其实大陆什么样子他们门清，台湾的老百姓还真信可见电视台政客有多坏
202,一个省，何德何能整个国家相提并论
203,回复@联想集团:美国企业吗？
204,回复@联想集团:联想电脑真的好用，拯救者用户在线吹爆联想！加油呀！
205,這也能熱搜真TM醉了
206,联想给钱的营销策略而已吧
207,回复@环球时报:这个狗头我给满分
208,回复@有鞠有紫万事通:
209,回复@其他昵称1425:恶毒
210,淘气//@联想集团:略自豪，联想的晨星AR希望大家多了解下，刚获了CCF科学技术奖，不多说了，我们抽个奖吧……转发我们的置顶微博，抽联想智能平板和电竞鼠标。
211,回复@联想集团:再见吧您内，用于科研方面必须是微软HoloLens，你们还排不上好
212,我以为htc倒闭了。。。
213,两面三刀
214,两面人，假朋友。
215,回复@联想集团:环环的表情你看懂了么
216,//@联想集团:略自豪，联想的晨星AR希望大家多了解下，刚获了CCF科学技术奖，不多说了，我们抽个奖吧……转发我们的置顶微博，抽联想智能平板和电竞鼠标。
217,
218,回复@联想集团:自豪你🐴
219,又想要飞机？哈哈哈
220,回复@颜宴:大陆榨菜就能让他嘴短了，如果每个台湾人呢，我有个想法
221,就是转发一下//@联想集团:略自豪，联想的晨星AR希望大家多了解下，刚获了CCF科学技术奖，不多说了，我们抽个奖吧……转发我们的置顶微博，抽联想智能平板和电竞鼠标。
222,回复@二十五釐米不含頭:原来支持呆湾的理解力是这个水平
223,回复@宇宙漫游说明:  原来你70了....
224,这货吃了榨菜以后没那么损了？
225,飞机上的线…不是1500个哦，他说那种细的线，五位数才对
226,捞金
227,又想骗我们大飞机✈️？？？想得倒美✊✊✊
228,吃榨菜上脑了
229,最后一句什么怎么有点{抠门}回家了还是可以送的
230,他就是个两面三刀的小人而已！！！怎么官媒也转发报道这些？报道之前不查查这个人的底细吗？？？以前没少diss大陆吧？
